Text,Image_Base64
ꠇꠥꠛ,iVBORw0KGgoAAAANSUhEUgAAADAAAAAwCAIAAADYYG7QAAABh0lEQVR4nO3WsYrCQBCA4c0iCDZCKgWLYIxEQSystPclYiFYiIJgEcHaZ8lb2FlYaGFlZatmo1iKIrjOFcflJMpNtTmL+auwab7dHUg0AGCfFP9vQDQCYREIi0BYCcZYEATtdvt2u72+Pp/PyWTSsizDMMJFzvlgMNB1XYkIfqrVauHD5XIZj8eWZQHA/X4XQgghNpvNbrerVqun0wmU9QaUy+X6/f52uw1XAMDzvFarZZpmuVxWp4mCrtfrZDIplUpSymciAGSzWd/3R6NRoVBQCvodas55t9t1HCeVSnEeHfZOp9NoNEzTTKfTSkbndYaEEI/HAwDy+fzhcACAYrE4nU5d133egW3bx+MxjhPKZDKapjHGhsOhlJIx5rquruuz2ex5A71eLwgCdQekwZ+/H8vlUkpZr9fVCSIl3q7O5/P1er3f7x3HsW07Ns170Gq1WiwWzWazUqnESfkOubL4+7hvGYGwCIRFICwCYREIi0BYBMIiEBaBsAiERSAsAmERCItAWF8H/z/Vjljw+AAAAABJRU5ErkJggg==
ꠡꠇꠔꠤ,iVBORw0KGgoAAAANSUhEUgAAADAAAAAwCAIAAADYYG7QAAACGklEQVR4nO2Vz8spURiAD2MhhQU7ZINS2CD/AWVlZec/GDaKjVJWdigpZWMrKwtrCwuaDZKFWYiFkEKTGRPmvYu53eu6X536Zur7+jrP6j0/envO+54zowEA9J3QfrXAO0QIx88VOp1OsViMpmmliUAlCoXCarWyWCySJCnJo44QwzCTyQQAAoHA/X5XkkoDABzHlctlURTfiicIwmKxgI8+VKIoUhSl0+nk4fP5lCRJo9FMp9NQKNRoNLxe7+dbdr/fOY6bTCbJZLJWq3Ec12q1nE7n9XoFgGAwKLsHg0Ge5/P5vNvtfjvW6x4l5QEALUJIp9Pp9fpEIpFOpzudTr/fdzgcVqvVYDC8qu/3+2w2S9O0yWSSZw6Hw2AwOJ/Px+Pxk/X4j9+v7PF45HK5QCCg1WptNls0Gn3ddLvdSqWS0Wis1+t2u/3PfLFYjMfjmUzGbDarJfT3Uj8ej1QqNRwO34ofDodTqRTLsh/2JRKJqN8ymfV6zfN8pVKRhxzHMQyDEOr1eu122+VynU6nw+EgL202G4QQwzA+nw8hRFHUbDaTg8VioU6FAEAQBL/fL8f1en0+n7+u1mq17XYLAM1mk2XZ3W5XrVYvlwsAdLvd8XgsB6PRSEmFNPDvq14ulx6PR9ERlfEu9OX83J+rWhAhHEQIBxHCQYRwECEcRAgHEcJBhHAQIRxECAcRwkGEcBAhHEQIx7cT+gUHzArKxOaTpAAAAABJRU5ErkJggg==
ꠀꠍꠦ,iVBORw0KGgoAAAANSUhEUgAAADAAAAAwCAIAAADYYG7QAAABtUlEQVR4nO2Wr4sCQRTHR/fE4AiiRTAYBBFMaxEMgoJpm5gs2swWDWJRq0WwGLZYLTb/BZPF4oJRUWTTbJBh4V3wuPPuvHvC3dwPeJ8083bCh++8nRkPALC/hPe3Bd5CQhj/Vmi9Xiv1eAHuwzCMTqdz5+KvcG9C8/lcSmmaptJ0GGMeANjv9/V6XUr5/rOUMpVKhcPhy3S328VisUgk0mq1NE1TYvRRdOPxOBQKSSmFELquCyGEEJZlCSHO5/NPb9lwOIzH44lEwufzcc69Xi/nfDqdVqtVzrnf71eSDWPs5l82GAwymYxhGNfFfr+v6zqov2deCQFAt9stlUqFQuG6nsvlarVaMBjcbreNRuNmt32zkOM4h8Oh3W5XKpVsNnspaprmui5jbDQaHY9H27aj0ejpdFqtVuqEnpraNM1isbjZbK77azabLZdLAFgsFpZlAUAymWw2m1JKdU2NH4y2bfd6vcvYcRzXddXZAMADGuFkMimXy5dxIBBQuFmMsXvusnw+n06nVXs84wF6MX4OCWGQEAYJYZAQBglhkBAGCWGQEAYJYZAQBglhkBAGCWGQEMYjkNSAq1ecDeoAAAAASUVORK5CYII=
ꠍꠤꠋ,iVBORw0KGgoAAAANSUhEUgAAADAAAAAwCAIAAADYYG7QAAABiElEQVR4nO3WIYsCQRTA8XU9MTiCYDHaRBRh1WTYahWjxWjZvBhM+gVEwWD1EwgWg59Bk0EQmyLLYngGmZV5F1bu9C5Mm9nw/mnijze8nY0hohGlTN2AvxFIVrRBnuf1+/3VanW73ZrNpuM4GkT4VqvVWi6XhUJhMBicTqdsNiuEQLV9gKbTablcdl13t9shYqVSCYJAMSiGiOfzeTweCyHCmQVBwDnfbDaXy6Ver89ms2KxqPTKOOcAYFkWAADA4XAAgMfjUavVFI8HEU3DMBKJBGPMNE3G2GKx6HQ6jLFkMqluKm99bNloNLIsC7U+Jr+gRqPR7XbT6fTxeOz1epxzzaDJZHK9Xn3fz+Vynudtt9t4PL7f77WB1ut1JpOxbVsIkc/nq9Wq67oAoBj0+g75vj8cDsPz/X5/Pp/q9yvsK2TN5/N2ux2eU6mU6qm89boy27ZLpZJGx08xvUv+v2j/fkQhAskikCwCySKQLALJIpAsAskikCwCySKQLALJIpAsAsmKHOgbGLB86IH2oKsAAAAASUVORK5CYII=
ꠟꠣꠐꠣ,iVBORw0KGgoAAAANSUhEUgAAADAAAAAwCAIAAADYYG7QAAABV0lEQVR4nO3WvcqCYBTA8fPoGxK0OjyLu4NLLi0tTl2BY3t0B41eRF6CEuYluEWC0BS4KzQ4uQRB4PMOvogfw3mHrIbzmx4OZ/j7gciEEPBNpE8H9FEQhoIwFIT5AYCiKNbr9ePxaKbP5xMAJpPJ/X6XJGk6nTbzqqoURWGM7fd7XddfXyS6wjBUVbU+m6ZZH87n82azWS6XvfkYOo/M87zZbKZpWi96u93atl2W5evvx8BfUBRFi8WCc64oynBpt9tdr9fD4fC+IMuy4jjO81xV1eHS7Xabz+eu61ZV9aagmu/7uq7Lsnw6nQBAluU0TQHAcRwAyLKMMdaej6L9QhmGEYZhEARJkgghgiCI41gI4bruarU6Ho/1WjMfAxOt34/L5cI555yPdfX/0An6Bl/3paYgDAVhKAhDQRgKwlAQhoIwFIShIAwFYSgIQ0EYCsJQEIaCML+DqVNfYTRP7AAAAABJRU5ErkJggg==
ꠛꠣꠋꠉꠤ,iVBORw0KGgoAAAANSUhEUgAAADAAAAAwCAIAAADYYG7QAAABsklEQVR4nO3Wr6rCUBzA8c09gGFFME5RQRQRFyzarPoKFovFIoYVm7AiOPQlLII2H0DQIIoGFQRRDkzBtuD+/G4YeGXMe8KdXi/8vmXwOxt8ONuBsQDAfFK+vwY4QxCt/wM6n8+NRmM4HDrm1+u1UChUq9VXieBJxWJxMBhEIhHHXJKk/X7P87xlWc+e/U1PQZ1OJx6PK4ryOJxOp/P5HAASiYSu668Asfal1+upqnrfNk3TZrOZZVmGYbAsy3GcPTdN0zTN3W6naVomk+l2u7FYzPtXZhgGIYQQstlsjsdjMpm8XC4AkE6nbe52u02lUsvl8j68L3mej2EYjuMCgcB4PG42m7lcTtd1nucf0aFQqFKpyLLs8Wa49X3K6vW6LMulUul2uzluGo1G4XD4dDq9FVQul7PZrCAIfr/fcZMkScFgMJ/PvwHkcsqi0aiqqgAgiuJ6vQaAVqtVq9Xscy4IAiFEFMXVavWKb8gF1G63F4sFAPT7/clk4lhVFOVwOLgueRIL+PvxcwiihSBaCKKFIFoIooUgWgiihSBaCKKFIFoIooUgWgiihSBaCKL1caAvWG7onyj6aFsAAAAASUVORK5CYII=
ꠟꠣꠁꠍ,iVBORw0KGgoAAAANSUhEUgAAADAAAAAwCAIAAADYYG7QAAAB9ElEQVR4nO3WsauqUBzA8XP1yV1OUwhF0NAQhERISwQFtfYfNNjY3NIfUEPQ2F6LUEEmtDW1BVJESyAJTUFR4mSQqXHu0EPqXt49j4vw3nA+k/w8yJf6Yb0hhMD/hPrXAZ+RIBwShEOCcH4BAM7nsyAIlmV5U8dxAAAMwziOQ1EUTdPerfv9znEchPD5KcFgsF6vPx/7OfRKlmWWZR/X6XTam6dSqdvtpqqqbdumafI8b5qmaZqappmmaVkW8snLVzYYDCCE0Wj0a/f1eu31eoVCgWEYCCFFURBCURTL5TKE8P393YfPBgDg7dBsNstkMuFw+E+PLpVKgiDEYjFv0mw2eZ73/Zfnd1CxWFQUZb/fsyz79dBkMolEIu12u9/vPybZbLZSqQQCgd1uV61Wbdv2OehhOBwmEgmapufzOQCApmlVVXVdXywW4/FYFMXRaPTY906nczqdDMMIhUK6rq/Xa7+CXpY6mUzKsixJ0nK5RAhJkqQoind3u93mcrlut4sQmk6nmqYhhOLxeK1Ws23br6V+CVqtVofD4ZvTx+PRdV3DMBqNxmNyuVxc1/Wr5nPQX2q1WpvNxseIZz95U+fzeY7jfFuaV2+I/GP8HgnCIUE4JAiHBOGQIBwShEOCcEgQDgnCIUE4JAiHBOGQIBwShPMB/tmCyOMer3QAAAAASUVORK5CYII=
ꠄꠞ,iVBORw0KGgoAAAANSUhEUgAAADAAAAAwCAIAAADYYG7QAAABIElEQVR4nO3VMY5FQBjAcbNTuIFCiAModbxSJO5A3EJ0DqBEoZS4hAPoRK1UqkQlUQxbvLyV5+3mq3Yovn81mUzxyzcZyL7vwp36uhpwDkFQdwUty5JlWV3XjLFbgIZhIIQURWFZ1jzPF4LI6dmnadr3fZ7nV4LGcQyCYF1XQRC2bWvbVpZlRVGOQ4RkWabrOg/R/sowjOfCcZyfzaqqJEnaOfb2yhhjZVn6vv+EJkmiaZqqqjwG8+oNZJomY8zzvDiObdt2XffxePDUCMJvV3bqr/1/6pgQpbTruk8xpbRpGm4DOkBRFE3T9HkiDENRFLmBzt+hy7vrv+w+IQgKQVAIgkIQFIKgEASFICgEQSEICkFQCIJCEBSCoBAEhSCob/jVYxCaG4SdAAAAAElFTkSuQmCC
ꠟꠣꠉꠤ,iVBORw0KGgoAAAANSUhEUgAAADAAAAAwCAIAAADYYG7QAAABm0lEQVR4nO3WMYrCQBSA4ZedFUHsJMUgWGmRQkFsLEUQr2Bla+MNzA1sJeAJtAjpbO2EQEAEQQtBQRHERksh0bHIIlFx37obXZH3V0NmAl8mA4kkhIBX6uO/AZcRCOstQJvNplgsVqtV3zUAAOL+VFWdzWaRSORwOPzi9u+7G2RZ1mAwEEKkUinbtn0HfQLAer0ul8u73e60bbZtA0AgEHAcR5Ikxthpar/fh0Ihx3Gm02mhUNA0TVGUB74ywzBkWXbHmUzGHUwmk3Q6PRwOvRdPA387O9StViscDsdisQt0PB6vVCr1et3PnbjRF6jb7WazWc55MBi8XtTpdBKJxHK5fB4on8+bprlYLGRZvl6kqmo0Gs3lcs8DubXbbUVRGGO9Xg8AGGPj8RgASqVSs9ms1WoAsN1uV6uVOzsajfwXeQ9UMpk0DEPXdcuyhBC6rpumeXHoGo3GfD6/Nfv3JOH5/ej3+5xzzrn/z/3jzkCv0Ft8XB8agbAIhEUgLAJhEQiLQFgEwiIQFoGwCIRFICwCYREIi0BYLwc6Aj8LcZCSmphXAAAAAElFTkSuQmCC
ꠔꠥꠝꠞꠣꠞ,iVBORw0KGgoAAAANSUhEUgAAADAAAAAwCAIAAADYYG7QAAAB5ElEQVR4nO2WO4vCQBCAN7dqYSOIiI3YWAhqpSCC2qiFthZCfoPYKLYWFqI2Fv4Ey2CtIGITfCxYCZba+ECCRhARVHJFQPdi7vZyB+cV+1WTmUn4ZgeSMJIkgf/E26sFlFAhElSIBBUioQMAIIQKhQL+Qtrv9wzDXK9Xi8WCd5vN5t1uh2culwsAQK/Xi6JoMBiMRuO9xDBMo9Fwu93ajKQnfD6fHKzXa6fT2W63e71etVrN5XJ4W7PZtFqtilueS1p5rGy73fb7fVEUBUGQMzabrdPpZDIZQRDC4TA+Q61Wczgcdrv9ebzPSt/kIVQsFpPJZDabNZlM9+RqtWJZtlKp4G2xWCyRSIRCIcWzvihpAD+uQCCgOP9oNLpYLCKRyGAwUKwM71SsTDWjeWUIIY/HAwCAELZarXw+DwBIpVLpdLpUKkEI5/P58XjEh4EQ8jwvB7PZTLX0wxPabDb1ev1wOEiSxHFct9v1+/24+Ol0KpfL5/MZT3IchxCSg+FwqFrSCiOp/X6Mx+Pb7RYMBn8y4u/Q4Rc8z0+n0+VyybKsy+X6e5sPQpPJZDQaxeNxr9f7EhUZ9ZW9kH/3LaNCJKgQCSpEggqRoEIkqBAJKkSCCpGgQiSoEAkqRIIKkaBCJKgQiXfonfWU0JCGxgAAAABJRU5ErkJggg==
ꠟꠉꠦ,iVBORw0KGgoAAAANSUhEUgAAADAAAAAwCAIAAADYYG7QAAABXklEQVR4nO3WsauCQBzAcX0OLeLmcIgt1tggQjhKo/4Prc3N9QcIrs1NgUsIDq1NDYLgkptbEkFbW0T0e0MP39Plt7zOgt930rsbPtwdqAgAwjv11TagGYGwPhCU5zkHx2+A5XnebDZDl/1X+A7FcXy73ZbLJYfdEQRBBIDz+Twej6/XazV6v99FUZQkqRq5XC66rq9WK0VRXitq7FgURaqqPp+LojBNc7/fA4BlWS0cWRiGsix3u93na6/Xm0wmQRC8dkvq/YC2261t24yxTqdTzW02m36/fzweWwCNRqMkScqyVFW1mpvP55qmOY7DE1S7Q67rAsBwONztdgDg+/50On08HgBgGMbpdOJwh2qgwWAQRdF6vU7TtLFusVgcDgcOIBH+/H5kWcYYY4xxPaN6NdA79IEfV84RCItAWATCIhAWgbAIhEUgLAJhEQiLQFgEwiIQFoGwCIT1dqBvPCJdd5lcITQAAAAASUVORK5CYII=
ꠎꠣꠞ,iVBORw0KGgoAAAANSUhEUgAAADAAAAAwCAIAAADYYG7QAAABI0lEQVR4nO3WIa9GYBTAcc+dsfkAGpFggtlsqm+jiDRZEH0EQdBeQVN8AjbVFNkERXhusOsau/cU7n3D+RWPnfLfeQSEUsq8k4//DjjDIAgGQTAIwm4Pz/OapjnN1nUlhLAsO00Tx3GCIOwjQkiSJJqm3V9EvwzDUFXV/moYxnYwTZMepGkqiiJ9DLuXua5bFAWlNIqivu/Hcbymx3Fs27YkSfcv5rohWZbLslyWRdf142K2QxiGjuO0bXvd2b2+g/I8l2VZVdXX63UNOvqjoBPLsrIs2w5d151GdV0/FMT+dJVBECiKwjCM7/vzPB9Hvu/zPP/QJ0Qo/n78DoMgGATBIAgGQTAIgkEQDIJgEASDIBgEwSAIBkEwCIJBEAyCvF3QJ5aWN/ystisSAAAAAElFTkSuQmCC
ꠎꠦꠝꠘꠦ,iVBORw0KGgoAAAANSUhEUgAAADAAAAAwCAIAAADYYG7QAAABxklEQVR4nO2VPWvCUBSGbzsI4h9wcHDwD2TRSRwdxMVFcBFEI4IIopuLIBiTwdEhg6suDk5+DBFXR80uDiaLoKJIMODtkDa1te3RErGF82x57xt47klu8kQpJX+J50cLfAaFIP6DkCzL19x5Ze1m6AWhUKhUKl3mv6vdyhcT6na7x+Ox2Wz+vJMra7fyZHyHcrncdDo9X9hut3a7nRBis9nMUNf15XLpdrvPa8FgsFarWWZkzmqxWIxGI/OSYRhKqaqqHo+n3+9LkiQIQqFQMFbX63U+n49Go5VK5V6PLJPJBAIBSinHcSzLKopCCHE6nYPBIJvNrlYrv99vzimVSs3n82Qyadlg3ngXkmV5OBxqmtZqtURRdLlcRq4oSiwW43nebIqiyPO8qqqW23wQqtfrLMsyDFOtVs8b5XI5kUg4HA4z6fV6hJBwOHwPoS+OvYHX622325TSRqPh8/nG4/FkMolEIrvdLp1OF4vF0+kkSVI8Ht/v9xa+Q98KdTqd2Wx2nhwOB47jNE0zk81mIwiCrusWCr0e+7/Df/iXPRYUgkAhCBSCQCEIFIJAIQgUgkAhCBSCQCEIFIJAIQgUgkAhCBSCeAHJ9np5ifnRwAAAAABJRU5ErkJggg==
ꠇꠥꠡꠤ,iVBORw0KGgoAAAANSUhEUgAAADAAAAAwCAIAAADYYG7QAAACEElEQVR4nO3WMa/xUBjA8XPpIDdhITEgFhWGWjD4AGU1GSSNL1ATYTH5AtJEJBKLVUwGi5UEFekgBhJiIFg6lCIt5x28Efe6eU8idd+bm/Ob6ij553k69A1CCH4S3f8O+AwHofyiIFEUI5EIy7Ia1gAAAHxWLpebz+dms/lyuTz9J4+eDOJ5XhAECKHP51MURcMgAgCwXq8TicTpdHqc3263IwjCarWSJHl/riiKqqrj8Xg2m9E0XSqVvF6vxivz+/23C1mWs9ksSZIQQkVRJEkSBCEWi3EcJ0lSpVJxOp37/f7+V1r54qHebDapVIplWZPJBAAgCMJgMESj0WQyWavVms2mw+GwWCzv7+/ajOSjD0HH4zGfzxuNxmKxaLfbb+eqqmYyGZ/Pp9PpbDZbOBx+Rcpft1kFg0GGYabT6f3ubt+qqsowTLvdftzvq1bWaDSq1arL5RJFcbvdAgAkSWq1Wul0GgCwWCxkWS4UCtebJUnieR4AoNfrx+PxSyZ0w3HcarWCEJbL5cFgEAgErueHw4GiqOt1sVgcjUYQwnq93u12NZzQG/zn60e/3z+fz6FQ6PpxMpm43W4t5/Hg66BOpzMajZbLZTwe93g8Ly34hHg8Gg6HvV6PpmmKor4z5Qqxsu/3i14/XgQHoeAgFByEgoNQcBAKDkLBQSg4CAUHoeAgFByEgoNQcBDKjwv6A37yD1q0NDBjAAAAAElFTkSuQmCC
ꠛꠦꠛꠀꠞ,iVBORw0KGgoAAAANSUhEUgAAADAAAAAwCAIAAADYYG7QAAABxElEQVR4nO2WoavyUBiHzz4VQYOCMGYQwwwDBYMw0ObA5H/h36BJFNSqYFBspkXLmkWTQbGIWrQIIh4cBkEsKrw3DObuuPc7cBc0vE982BnPflsYBwDkk/j37gA7GMTis4PW6/W7Ol6AhXw+Xy6X4a18W0jTtPv93u/337UOIYQzunq9nq7rhtrv99Fo1Ofz3W43w1yvV03TBEFwu92285fLxePx+P3+1x05rtPpxOPxPxYBwPP5pJRSSrfb7eFwSCaTp9PJZs7ns23bbrcbDAatRlVVnucdvjI3IcTlcgmCoKrqcDicTqder5fneUKI1YRCIetjtFotSZJEUTSfqtlsptPpSCTyx2GsCxmEw+Hj8VgsFmOx2G/GoNFojMdjAEilUgBQrVYVRVmtVqZxwuujLhQKmUxGFMVAIPCbAYBKpZLL5bLZrHmwVquNRqNEIuF0G9tCJpIk6bpuM7vdjlJaKpUWi4XpZVl+PB7WK2VZnkwmThb6Iajdbi+XS5up1+uKomw2G6sfDAaz2cxm5vO5kyAO8Pfj/2AQCwxigUEsMIgFBrHAIBYYxAKDWGAQCwxigUEsMIgFBrHAIBYYxOLjgr4AxKrX5YMPrlkAAAAASUVORK5CYII=
ꠇꠞꠦ,iVBORw0KGgoAAAANSUhEUgAAADAAAAAwCAIAAADYYG7QAAABV0lEQVR4nO3WsaqCYBTA8c+44pQ4SYsIQS26ib1EzxC9gOAg1NDQrlPg3OQL+A4+gpuTUzq2iAp57tC9JQX3CPd+1IXznz71G36csygAAHunRq8GPEYgrH8LStOUq+MeDGu5XO52u4GXf9PQCcVx3Lbt8XjkOh3GmAAARVGs1+umaZ4/V1UliqIoitfH8/msKEoYhoZh8BLdZmVZ1u1QVdV2u53NZv1hRlGkquoLVlaWped5juPIsnxDB0Gg67qmabwG891H/6Gua9/3x+NxGIaj0Zd1v98nSXI4HEzT5K1hrLcy27ZXq1WWZf3dPczz+c2fdwedTqeu6wBgOp2WZQkA8/k8z/P+7cVikSQJV9B9ZZPJ5HpwXfdyuTDGPM9r27Y/zs1mI0kS140JQL8fP0cgLAJhEQiLQFgEwiIQFoGwCIRFICwCYREIi0BYBMIiEBaBsN4O9AlEhFulGht2RwAAAABJRU5ErkJggg==
ꠔꠥꠝꠞꠣ,iVBORw0KGgoAAAANSUhEUgAAADAAAAAwCAIAAADYYG7QAAAByklEQVR4nO2WzYtBURTA75s71kqSjWwsKFaUFDZYsLVQ72+QDdlaWAgbK3+B5cuakmxePm5ZKUs2PtLLR0kKvVm8GpeZOk3MmMX5rc47nVe/c07dewVVVcl/4u3VAvegEAQKQaAQxDshhDGWzWb5A2mz2QiCcD6fjUYjX20wGNbrNZ85nU6EEJ1OJwhCtVp1OByPGqlfcLvdWrBYLGw2W6PRaLfbpVIpnU7zZbVazWQy3f3yONeVrVarTqez3W4VRdEyZrO52Wwmk0lFUQKBAN9DuVy2Wq0Wi+XReXzhKpTL5WKxWCqV0uv1n8n5fC6KYrFY5MvC4XA0GvX7/U+3IeR2ZV6v927+oVBoOp0Gg8Fut3u3Mr7yV1bGGHM6nYQQSmm9Xs9kMoSQeDyeSCTy+TyldDKZ7Pd7vhlKqSzLWjAej585oeVyWalUdrudqqqSJLVaLY/Hw4sfDodCoXA8HvmkJEmMMS3o9XpPmZCgfvf8GAwGl8vF5/M9p+mf8M5/yLI8Go1ms5koina7/e9tboSGw2G/349EIi6X6yUqGt+v7IX8u7sMhSBQCAKFIFAIAoUgUAgChSBQCAKFIFAIAoUgUAgChSBQCOIDjUTu13DuHbsAAAAASUVORK5CYII=
ꠢꠇꠟ,iVBORw0KGgoAAAANSUhEUgAAADAAAAAwCAIAAADYYG7QAAABzElEQVR4nO3WvWrCUBTA8ZugBEQdlIAXRFAwi4ODIA5Ojj6Ci4MigkKEgG4OLgHnvIObjm5ODrr4ANkkoAYdHCR+ezqk2loLp9BAO9z/dDk3gR/5IhwAkP8U/9eArzEQFgNhMRCWixCyWq2KxeLxeHzdFgThcrlcr9cv8/P5rOu6JElut9uecBynaVoikfitCO6lUqnHer1el0qlx+TzwrKsVqsVj8cfB/f7fVEUwaG+uWXD4VBV1W63+7plmqaiKPV63e/325Ner+f1eiORyG8vzL0nkGVZ7XZ7t9vVarVAIPB563A4dDodn8+naVo4HCaEjEajTCZDKRUEwSnNE8jlcsmyXK1Ws9nsdDp9OojnK5VKoVDweDw8/35KLpebTCaGYYii6CDo4xnabDb2olwub7dbAIhGo4vFAgCWy+XtdgOAWCxmmiYASJI0n88BIJ/PA0A6nR6Pxw4/Q8Fg0F7ouq6qKgA0Gg37/QqFQhzHEUJkWbYniqKcTidCiGEYg8Gg2Ww6deM4ePn90HV9v98nk8mfnD+bzSillFJHNN+D/rZ/96VmICwGwmIgLAbCYiAsBsJiICwGwmIgLAbCYiAsBsJiICwGwmIgrDfGEWr2XOkcZAAAAABJRU5ErkJggg==
ꠎꠥꠖꠤ,iVBORw0KGgoAAAANSUhEUgAAADAAAAAwCAIAAADYYG7QAAABoElEQVR4nO3WPauCYBTA8af7AVqSRtdoMAhFaGqKPkFfIQiiCKcgWh3ag76DTS1ttRhFEBE0NIVLjeKSUNm5QxcTu9xzhZ5e4PwnOyL9enwrBgDsnfp6NSAcgbA+H2TbdrFYrFarPDSMMQYRa7Va2+02kUhcLpeox/6naKD5fL5cLgEgk8mcTiceoBgAMMZqtdpqtbo/OwBwPp+TyeR14nme53nH43Gz2SiK0u120+k0r1NmWdZoNPI/ZrNZf1uW5dDvuJ88qttFXalU8vk8AOi6Xi6Xd7tdiL7f7xuNxoPX448VEkVxOBweDgdJkkJrIMuy67qapvlDfit0AxmGIYpiKpUaDAb3oHq9btv2U0GhVFXtdDqapgFAs9m0LCvoUFV1vV4/FdTv903TVBQlOPRBhmFMp9OnggBgNptNJpPg5Hp5OY7Dg3Ltl1eHaZq9Xq/dbsfj8VwuF9wlCEKpVHJdl99N9vNg9FssFuPxuFAoSJLE71sjgF7e5//94B2BsAiERSAsAmERCItAWATCIhAWgbAIhEUgLAJhEQjr7UDfT5x5+ZUEwgAAAAAASUVORK5CYII=
ꠛꠣꠡꠞ,iVBORw0KGgoAAAANSUhEUgAAADAAAAAwCAIAAADYYG7QAAAB10lEQVR4nO3WsariQBSA4ckqRgJWikQwKCJBsbAIBCxsfAIhYGdvZSVBEHwCG0FMY+c8hA9gEcRCECwGbESMBBsNamHI2SJL7uXuLrPLZndvMV8VhhPmZ0hCOABAn8mX/x3wEQuiYUE0LIgmihACAMMwbNsOVh+Px3q99jzP87xyuZxIJN7fczgcTNPMZrOxWMxf4ThuMplUKpUQigDAdV3LsizLIoQcj8dqtXq5XABAUZTX6+U4zmazabVa4/HYcZzZbJbL5e73OwAAAMY4nU5DeKIIoUgkIooixnixWJimyfN8Mpn8doDRaDwebzab8/m83++LoihJUiqVEgQBAEajUa1WkyQphIN5f0K+TCZzOp16vV6xWPRXFEUBgOfzOZ1Or9drvV5fLpf++nA4bDQa2+02GAvLW9BgMMjn84ZhBBsEF67rttttv+b7gr8VFCiVSrZtA4CqqrvdDgD2+72maZqm+QOyLK9Wq2BeVdWg9c/94LXvdDrn8xkhpOv67XZDCBUKBYwxIcQf6Ha7giAE87qu8zwf1iPEwS//fhBCZFkOa+Of+Y2gf+PTfalZEA0LomFBNCyIhgXRsCAaFkTDgmhYEA0LomFBNCyIhgXRsCAaFkTzFfKxPAfwlDJUAAAAAElFTkSuQmCC
ꠀꠐꠣꠞ,iVBORw0KGgoAAAANSUhEUgAAADAAAAAwCAIAAADYYG7QAAABiUlEQVR4nO2WravCYBSHz3t3mbBkWpMFo80FiytiUKxitg7BKoggiE0sY2PNZBL9M4aKVRDrwjAuaPFj7w3jjl0/7uGicA3nSTu/vYznPb8yxjmHd+LjvwWuISEMEsIgIYxPAPA8r16vH4/H29eHw4ExJklSOJ5OpyAIEomE7/uiKEY5ADDGTNPMZDLPGvEHWJaVTCbD5/l8ruu6pmnhqKpq/OR4PJZl+dF3/sr9yobDoaIo6XQ6HBuNRq1W833/9jKDwUBRlFQq9exivrkj1O/3s9lspVKJkna7vV6vJ5NJ/Fi32y0Wi+VyOZ/Pv8oG4GdlQRB0Op3FYnFVjWEYjuM0m83L5XJb2d3k2cr2+/1ut2u1WtVqNZfLhaEgCOfzGQB6vR4AuK7LGAvzzWYTv5UgCI7jvHJDo9GoUChst9u47HQ6XS6XnHPbtkul0mw2i/Joi1GyWq1esiHG6ffjd0gIg4QwSAiDhDBICIOEMEgIg4QwSAiDhDBICIOEMEgIg4QwSAjj7YS+AMILzxKw2iB5AAAAAElFTkSuQmCC
ꠟꠣꠇꠣꠘ,iVBORw0KGgoAAAANSUhEUgAAADAAAAAwCAIAAADYYG7QAAAB0UlEQVR4nO3WLajyUBjA8ed4FEHUNnAwTBqsWpbtZsFgUpMgMphg1KJdUGwmTQoWm00wiNUiCC6IKwNFGU45N+z98OvywN4Lr+H80th5Nv7ssDHCGINP4vrfAc94EIYHYXgQxg0Auq5ns1nTNP+ctSwLADwej2VZhBC32/16JSEEABhj1+uVEEIpvV+VZbnRaDgpYo+Gw6EgCPZxIpF4PTifz5VKJRqNPi0xxgzDKJfL6XS6Xq8zpx62rN/v+/3+cDj8Xf1+v1cUpVgsBoPBpyXLsvL5/GazyeVyTh7Mb7+CptOpLMuiKHq93rdzpmnWarVAINBqtSRJeh3odrvNZnO32/1Lzd+gZDI5n881TRME4c2Qy1UoFDKZjM/nc7nevweTyQQAUqnUzwTZBoNBLBajlM5mMwCglK5WKwAYj8e9Xi8SiRiGoes6AByPx+12ez8jSVK73a5Wq5TS9Xp9Op2cBT28PpqmjUYjVVXtjVNV9XA4AEAoFLIHSqXS7XYDAEVRLpfL/Uyn07Fn4vH4YrH4butR5P73Y7lciqIoiqKze/2Ih6BP8HFfah6E4UEYHoThQRgehOFBGB6E4UEYHoThQRgehOFBGB6E4UEYHoT5Aj/eBA2d0miYAAAAAElFTkSuQmCC
