Text,Image_Base64
ꠉꠣꠠꠤꠔ,iVBORw0KGgoAAAANSUhEUgAAADAAAAAwCAIAAADYYG7QAAAB00lEQVR4nO2WvYrCQBRGbyaCiK2Nj5CAFkrewEp9BTsrQSzsROwNqGDhO6j4AIJYJxZBbUypgoKIYIJFMMa7xbLZsMiO7sb9gTnV8HEHDvcLZDhEhL8E+W2BjzAhGv9caL/fp9PpYrH4JBsAAHyESqWyXq8jkcj1en3o4v08IKSq6nQ6RcRYLGbb9pOEOEQ0TTOXyxmG4d1cMBi8XC6O49i2TQjhed5xHMdxdF23LEsURZ7nQ6GQO89xXKfTEQTBt8q2260kSfP5HBGTyeRr6B4SiYQ76YafJF/m/aOORqP5fL5er9/05jgOAJrN5mg0csPj8agoimmah8Phu4t5I+CexuOxIAi9Xu/mnG3bpVLpdDppmuaG5XK53+9nMplwOOyX0HtlqVRquVzWarWblU0mE8uyBoNBo9HwFiRJ0rMqy2azsixXq1UAMAxjt9sBACFksVgAgCRJ5/N5OBwWCgVCiK7rAKCqqiiK3jE/N+Sl1WqtVitE7Ha7iqIg4mw2k2XZMAw33Gw27Xbbm/iyIQ7veH5omhYIBOLxuD87+JS7hH6Sf/5z/QGYEA0mRIMJ0WBCNJgQDSZEgwnRYEI0mBANJkSDCdFgQjSYEA0mROPPCb0ANRsJ3PAI7l8AAAAASUVORK5CYII=
ꠇꠞꠤ,iVBORw0KGgoAAAANSUhEUgAAADAAAAAwCAIAAADYYG7QAAABg0lEQVR4nO3WPYrCQBTA8TeyARG0EDsrwUAsrDRNjiDYWNrYihgtjI2lZxBPYCd4j3TBQntRUNJoYVCCeRaBbNRl3wpm14X3ryZDAj/mAyIQEd6p2F8D7mMQ1f8H2bZdqVR0XY9CAwCATzYYDFarVSaT8Tzv2W9/0nMg0zQty0LEYrHoum4UIIGI2+220Wicz+fH9XMcR5IkSZL8x8vl4nkeAMzn83K5PB6PC4VCVFtWKpWCwfF47Pf7siyH7bPZLJ1O37388r441LvdzjCMbrebSqWCyel0ioi5XO7F6/HQDeh0Og2Hw2QyORqNstmsPzmZTNrtdjwer9VqUWtuQEKIZrNZr9cTiUQs9jmvaVqv16tWq7+gAQidofV67d/kfD5v2zYiKoqy2WzCG6yq6mKx8AfL5TKKM/QRyII9arVarusCQKfTcRwnrDcMY7/f+4PD4RDFAgnk34/vYxAVg6gYRMUgKgZRMYiKQVQMomIQFYOoGETFICoGUTGIikFUbwe6AnzBahZC0q12AAAAAElFTkSuQmCC
ꠙꠣꠔ꠆ꠔꠞ,iVBORw0KGgoAAAANSUhEUgAAADAAAAAwCAIAAADYYG7QAAABsklEQVR4nO2WIavCUBTH72SgYFsYsiBz2BYmyIp+AsFkFxGbyNKywSIINovdJmr0G4jFarIK0xURccjuvC9Mx55PODw23jOcX7r874H745zL5XKMMfJJJP5b4BUUgkAhCBSC4AkhlmU1Go3b7fZzO5lMUkoppbvdTlGUdDodbDmO43kez/NBwnHcaDRSVTWSEXtSLBaDtW3brVYrSPyF53nr9ZpSOpvNNE1jIebzuSAILA7ejGy5XPb7/cFg8JJvNptKpdJsNmVZDufT6ZQxlsvlIjXmyTeh6/Xa7XYvl8twOBQE4aVU1/VCoTAejzVN85PJZNLpdFKpVK1Wi8WG+HfooZZIGIbR6/UkSXpbulgsVFXNZrP1et1PSqVSuVyOqzcPguHt9/v7/R4eZz6ftyyLMabr+na7PRwOjLFqteq6rizLx+MxXOzXxHmHJEniOC7s2m63XdclhJimeT6fRVG0bVsURZ7nDcNwHCdcbJrm6XSK3iCO/eb7sVqtFEXJZDLRD45H6A/4uJcahSBQCAKFIFAIAoUgUAgChSBQCAKFIFAIAoUgUAgChSBQCAKFIL4A4olhs9fX8vMAAAAASUVORK5CYII=
ꠃꠑꠣꠘꠤ,iVBORw0KGgoAAAANSUhEUgAAADAAAAAwCAIAAADYYG7QAAAB+UlEQVR4nO3Wz8spURjA8fNyk0gSKyulpiahmL9gajYW7OxlYWXBUhZ2SmyQhZ2UTJYsrCkhC6nJEMnsJKGQnzN3MTX09nZPveN2327nuzvPnGY+OabmQxAE8JNS/GvA5xAI1v8IWq/XHo8nHA7LvxUAAAiyi8ViHMeZTCae5+XfTS6o1+sNh0NBEOx2++12kw/6BQDY7XaJROJ8Pl+vV5VKJf5yp9OJYRidTicuH48HAECpVM5mM7PZrNFopLlareZ5frFYUBRVKBRwHH/PkQ0Gg+l0WqvVXC6Xz+c7HA6CILjd7lf+6zKVSkWjUWnyaee3e4ICgcB+v8cwjGVZgiAYhhEfU6/XI5HIZrN5fWo2m9Xr9ZfL5e2g51vWarW0Wm0+ny8WixzHtdttcY7j+Hw+L5VK0s7RaGQ0GgmCOB6Psk7nq56g+/0+mUwoispkMv1+v1KpiHOr1YrjOEmS0s5qtWqxWGw2m8Fg+IugUCjk9/s7nY74dw4GgwAAhUJRLpcdDofT6RSX4/EYw7BkMhmPxwEA2+12tVqJl1iWfYNIOjye53O5HEmSXq+30WiIQ5qmm82mtIem6W63+3rk6XR6uVx+eel7fQjo8+PPIRAsBIKFQLAQCBYCwUIgWAgEC4FgIRAsBIKFQLAQCBYCwUIgWAgE68eBfgP3ffvvb9+iOAAAAABJRU5ErkJggg==
ꠅꠁꠔꠅ,iVBORw0KGgoAAAANSUhEUgAAADAAAAAwCAIAAADYYG7QAAABqElEQVR4nO3WLavCYBTA8bPNMLCqWKwGEQzDanNB7ANhGP0A2oxWkyAYBG1LwrD4FRTsCyqLgjy+8IjMN9gNenfHFTzCvC/h/NqOHPjzPEwmuK4L/4n41wHfURCGgjAUhAkBAGNM13XHcbxpNBrlnJ9Op9vjfr+3bTuZTMqyfJtcr1dBECRJ8lYSiUSv1wuFQkGL3E+bzabT6YxGI03TvGEmkzkej5ZluT6KojxZCeh+ZZfLpd1uHw4HTdP8uY7j9Pv9XC4HALvdbjwec87X6/WTlYDuQYwxwzDy+XyxWPT/XCgUdF1Pp9MAUK1WVVWtVCrhcPjJSlDeWXW73VKpNBwOvfM3TbPZbNbr9fl8fptks1n/lT2uvO3KAMC2bUmSFEVZrVbb7ZYxNp1OTdM0DGMwGJzP58lkkkqlAEAURcuyHlfeckBfL8VsNlssFvF4XFVVAIhEIo1G4zYvl8uCIMiy3Gq1AKBWq3HOH1feQnBf+PxYLpexWMz/kv+cl4J+07/7p6YgDAVhKAhDQRgKwlAQhoIwFIShIAwFYSgIQ0EYCsJQEIaCMB+gIpHaseoJSgAAAABJRU5ErkJggg==
⁕,iVBORw0KGgoAAAANSUhEUgAAADAAAAAwCAIAAADYYG7QAAAA0UlEQVR4nO3VIQ6EMBCFYbpZgydAUFgu0LtUYevgBggSVHWvgOcYhBPANXCIrttQsslzhU3e78Z9mUla4ZyLntTrbsA1glAEoQhC/QBN0xTe8e19HtZ13fd9GIY0TcuyzPM8PMjbkBDCWtu2rTHmOI7wGg/knFNKVVXVdZ2UsmmaW0Di/JfN8zyOY5Zl27b1fV8URXiQd7IkSbTWy7LUdR3HcXhNdNnQE/qHd+jeCEIRhCIIRRCKIBRBKIJQBKEIQhGEIghFEIogFEEoglCPA30A9L4w/K0caKYAAAAASUVORK5CYII=
ꠙꠣꠔ꠆ꠔꠞ,iVBORw0KGgoAAAANSUhEUgAAADAAAAAwCAIAAADYYG7QAAABsklEQVR4nO2WIavCUBTH72SgYFsYsiBz2BYmyIp+AsFkFxGbyNKywSIINovdJmr0G4jFarIK0xURccjuvC9Mx55PODw23jOcX7r874H745zL5XKMMfJJJP5b4BUUgkAhCBSC4AkhlmU1Go3b7fZzO5lMUkoppbvdTlGUdDodbDmO43kez/NBwnHcaDRSVTWSEXtSLBaDtW3brVYrSPyF53nr9ZpSOpvNNE1jIebzuSAILA7ejGy5XPb7/cFg8JJvNptKpdJsNmVZDufT6ZQxlsvlIjXmyTeh6/Xa7XYvl8twOBQE4aVU1/VCoTAejzVN85PJZNLpdFKpVK1Wi8WG+HfooZZIGIbR6/UkSXpbulgsVFXNZrP1et1PSqVSuVyOqzcPguHt9/v7/R4eZz6ftyyLMabr+na7PRwOjLFqteq6rizLx+MxXOzXxHmHJEniOC7s2m63XdclhJimeT6fRVG0bVsURZ7nDcNwHCdcbJrm6XSK3iCO/eb7sVqtFEXJZDLRD45H6A/4uJcahSBQCAKFIFAIAoUgUAgChSBQCAKFIFAIAoUgUAgChSBQCAKFIL4A4olhs9fX8vMAAAAASUVORK5CYII=
ꠃꠑꠣꠁꠀ,iVBORw0KGgoAAAANSUhEUgAAADAAAAAwCAIAAADYYG7QAAACGklEQVR4nO2WIajyUBSA7+aPQRFMGheWRHGgQSwTjApaxGYy2C0LMxiMmtRiEB+CoiIsLJgVhmGCZTiGggoiFjGIiuD2wv63Jz7h8nz8/C/cL+2cu3v5zjnbGKZpGvhN4P9b4BEkBAMJwUBCMP4AAA6HQz6fv1wu1+vVbDbrC6fTSZIkm82mh7fbDQCgqqosyyRJWiwWI49hGI4/KQzDsEql4na7v2ekfSCKoqIovV7P5/PF4/Hj8ahpmt/v1+4wQoqiLpfLbDbTnlGtVu12+9MlKJ+VVatVp9PJsmyr1dpsNqvVSs/zPJ/NZvf7/X0Z5/O50WjQNP21wlKpRBAESZLfa8wHn0LD4dBqtVYqlVqttl6vR6ORnne5XIvF4u3t7X5bJBJJpVIej+fhuEKh4PP5otHoazYA3I2MIAhJkvTr5XJJ07QxI4ZhptOpEXIcVywWWZadz+fGdlVVc7nceDx+GO7rI8tkMslkUhAE/XFOp9MAABzHm82m1+ulKEoPBUEQRZHjuHa73e/3r9fr8Xjc7XYMwyQSiUAg8LfzOK6/B693SFXVcrkcDodjsRjP83qy0+kMBgPjnk6nY/RAUZRgMFir1er1eigUkmX5vtButzuZTF7oEKb94Pdju906HA6TyfTyCV/5kdC/4Nd9qZEQDCQEAwnBQEIwkBAMJAQDCcFAQjCQEAwkBAMJwUBCMJAQDCQEAwnBeAetsfMXna+0bgAAAABJRU5ErkJggg==
ꠑꠤꠇ,iVBORw0KGgoAAAANSUhEUgAAADAAAAAwCAIAAADYYG7QAAABgklEQVR4nO3WsaqCUBjA8e9IQwTVYouNEeSgDb1BS9AjtLRGYEHY4ugz+ALiCzT0Em2OLS0NoRSBg1GInTvE7ZZe7rfc0+3C95886vDjOweRcc7hnZL+GpCNQFj/AbTf7/v9vmEYr9cAAPBclmVtt1tZlq/Xa/6p6LKg1Wrl+z7nXNO0JEleD2Kc8yAIhsPh5XIBgDRNb5PzfV/XdcZYoVDIz7VYLHqeV6vVBG5Zp9N5lN6XjxdxHM/n82azKW5CT4d6uVzOZrPj8fgtPQxD0zSn02mlUvn9wXz2BFJVdbPZuK6beel8Ptu2XS6XHcep1+viNFlQo9FQVbXb7T7eZIyNRqPBYFAqlSRJ+Hfr68BKkuR5nq7r7Xb7tlyv161Wa7FYKIrCGIui6HA4yLIcx/Fut1MURSzINM1qtdrr9e7LKIoA4L5H4/E4SRIAmEwmp9NJhAYAGKffj58jEBaBsAiERSAsAmERCItAWATCIhAWgbAIhEUgLAJhEQiLQFhvB/oA1G/0M6f6MJ8AAAAASUVORK5CYII=
ꠃꠌ꠆ꠌꠔꠣꠔ,iVBORw0KGgoAAAANSUhEUgAAADAAAAAwCAIAAADYYG7QAAAB6klEQVR4nO2Wv8/pUByH9RKNwYZJQkgk0lhUVwOTRVdiEP4Eid2AVaIhjEa1stjRoYPF70QsJgNHK0Fx3qG5vVLvvYfpvsN5ps/5fs5Jn/Qsh4AQGn4Sv/63gB4shAILocBCKEwGg+FwOBQKhfP5fL1ezWazWiwWC0mSbDbbt8eOx+P9frdYLNpEURSCIEwmkyzLRqPxuSIIol6v+/3+t4zgb0RRXC6XnU4nGAyyLCvLsjpXFKVUKtntdnVZq9W0rEHTtC68Vm/yRyiTyQAAfD7ffD4PhUKTyQRCKElSPp9fr9eBQABCWKlUxuOxmiGE+/1+NBoBANxut+7zr9XHQl6v93a79fv9XC7ncDgajcblconFYqlUyul0kiTZbDZZlvV4PCRJqkey2azVak0kEhRF6YReq4+FXC6X+lcghJvNJhwOF4vFZDLJ8zwAgKbpaDTKcdxut3u+BYZh4F+uTFd9LFQulymKGgwGp9Op1+u1Wq3nfQzDrFYrLc9mMwihIAjpdFqdTKfT5/BafSz0eDw4jotEIvF4vNvt6vbxPC+KopaHw+F2u61WqwAACGG73RYEQQvfVm9CQPz8+DdYCAUWQoGFUGAhFFgIBRZCgYVQYCEUWAgFFkKBhVBgIRRYCAUWQoGFUPw4oS/n3tXUHFD2lQAAAABJRU5ErkJggg==
ꠛꠀꠁꠔꠦ,iVBORw0KGgoAAAANSUhEUgAAADAAAAAwCAIAAADYYG7QAAACFklEQVR4nO2WO6vqQBRGk2sKG0EsxEIQDPjAIohYBESJkMo/YCcI9jZWaqUICjaKNmKwE+1SC9YBESzEV2NhEUGEaBAfMcwp5IrohYGTwD0cZnV7z2Sz5ptAggMAsJ/En/8t8A4SgvF7habTqT6DgE7EYrFsNqt9jm4J8Tx/u904jtM4BwcAqKpar9clSXp2L5fLaDRSVfXzAUVRcBwnCOJRyrK8Xq9dLpfRaMQw7HA4mM3mZrPp9Xq/aQQAUBRFFEVRFOfz+WazoShqv99/htloNMxm87OkKOpyuczn89c9gUBAhysjCMJmsw0Gg3w+H41GCYKwWCxv3tVq1eFwkCT57JzP506nEw6HMQyTJEkQhOPxuN/vvxnMa0KPkEiSlGU5lUp9nrJQKAyHw7cA0un06XRiGAYAkEwmTSZTPB73+Xw6JPQIiWVZv99P0/Sbbj6fZ1mWYZjXPs/zdru9VCq1Wi0Mw9rttsfj6Xa7jzdJh4RecbvdkiTJsrzdbjOZzGQyeS4Fg8H7/b7b7XK5XCgUcjqd5XL5er0KgpBIJB4bZrOZloT+IVQsFpfLJcdxkUhksVi8LvX7/fF4/CxXqxVN05VKpVarHQ4HAECv1xMEQYsQDrT9foiiaLVaDQaD1pv6i1Yh3fm9H1e9QEIwkBAMJAQDCcFAQjCQEAwkBAMJwUBCMJAQDCQEAwnBQEIwkBCMHyf0BVzD4GHNFcJJAAAAAElFTkSuQmCC
ꠇꠙꠤꠇꠟ,iVBORw0KGgoAAAANSUhEUgAAADAAAAAwCAIAAADYYG7QAAACCElEQVR4nO2WvavqMBiHkyoIog6iQxWcKggiZ5DOgmN3FxcHlyJYl7o4OLgIglv/BzdxcxPcdBDcBHEqFiqdBC1Kad8zFNTrV7xyzr2HQ56pTfILT94ktBgA0E+C+d8C11AhEr9FyDAMQRCq1erX2iCEELxFo9FQVTUSiTiO894Mj3hHaDqdzudzAMhkMpZlfa0QBgBd10ul0vF4vK0fxtit4mWjbdu2ba9WK9M0Pz4+MMZer/c2yzAMQshxnMvZFEVJp9MvbVk2mz097Pf7er2eTCavugDAMIxyuey2XEYeZV36/X40Gn2lQncO9WazkWW5VquFQqGrruFw2G63O53Oo+XdzfZ6vUAgkEgknhXmVNfLl8Ph0Gq1gsGgoijxePyyyzTNZrO52+263W44HL6d6G52NBrlcjmWZX0+3ys2fwhhjEVRLBaLfr/f3f7zIIaRJEkUxUKhcHeWR9l8Pj8ej1VVZVn2RaHzGVqv1+4d5jjOMAwASKVSmqYBgKZpV9eb4zhd13meXywWz7MAIAgCAPA8P5lMiGfofDtOda5UKpZlIYQkSTJNEyEUi8WuluGOkWV5u90+zyKElsvlYDCQZdnj8RALhOH7fz9ms1ksFntx1/6F0F/xWz6u3wcVIkGFSFAhElSIBBUiQYVIUCESVIgEFSJBhUhQIRJUiAQVIkGFSPw4oU8nyomVuAYMPwAAAABJRU5ErkJggg==
ꠛꠦꠛꠀꠞ,iVBORw0KGgoAAAANSUhEUgAAADAAAAAwCAIAAADYYG7QAAABw0lEQVR4nO2WLcvyUByHz+5NiyCyIKtjQcEgIgtaxLAkfgyTUUxiUmwmtVqWVBA8H8BoExTEl6rINAgHFgRfOE/YwzzPuJ/7wL2g4X/Fi21c+52FCZRS9El8vTvACwTx+Oyg1Wr1ro4XlKFQKNRqNfpW/lloMpncbrd+v/+udRBCAqX0+Xx2Oh1CiKP2+72qqsFg8Hq9Osa2bYyxoiiiKHruJ4QEAoFQKPR6oiB0u91EIvHLIkrp/X63LMuyrM1mczgcksnk+Xz2mMvl4tm21+tFIhHWjMdjWZZ9HpmEEJIkSVEU0zQxxsvlMhwOR6NRhBBrZFlmX6PdbsfjcU3TXDMajURRVFX1l8OwCzkjaZpm23apVEqn098al0ajMZ1OKaWON02zXC5jjF3jh78ftSRJhmGkUqlMJvM/49TX63XDMPL5vCuz2WylUikWi363YRdiicVihBCPOR6Pp9OpWq0uFgvX67r+eDzYK3VdX6/Xfhb6JqjZbO52O49ptVq5XG673bJ+OBzO53PWDAaD2WzmJ0ig8PvxMxDEA4J4QBAPCOIBQTwgiAcE8YAgHhDEA4J4QBAPCOIBQTwgiAcE8fi4oD++n9P1wF5u+wAAAABJRU5ErkJggg==
ꠇꠞꠣ,iVBORw0KGgoAAAANSUhEUgAAADAAAAAwCAIAAADYYG7QAAABR0lEQVR4nO3WsaqCUBjA8XOkAyHo0OokGOgcLb1DS6OLq4TYkL6AzyA+gZvg4/QECYlLBEoh9N0hrtfqcr/Fug3ffzp8Ovw45whyAGCflPTfgMcIhEUgLAJhjRhjh8PBcZzL5fL8uGkaIYQQopu0bcsYE0JwzpMksSxrYBF8N5vNukVd12EYTqdT6JXn+WQyeXh58H45srIsgyDYbDaqqnbDLMsAQNf1gffjqTvQ+XyOokhRlDiONU27DdM09TxvPB6vVqtXa+5AnHPXdW3blmVZkn7mi8Viu90ul8s3aBjr3aH9fn+9XgHAMIyqqgDANM2iKPoHPJ/Pd7tdfzF4o07WndF6vb59Sr7vN03T1wdBcDweb4vT6fSKDeJAvx9/RyAsAmERCItAWATCIhAWgbAIhEUgLAJhEQiLQFgEwiIQFoGwPg70BcZ+RaZIzNndAAAAAElFTkSuQmCC
ꠅꠁꠔꠅ,iVBORw0KGgoAAAANSUhEUgAAADAAAAAwCAIAAADYYG7QAAABqElEQVR4nO3WLavCYBTA8bPNMLCqWKwGEQzDanNB7ANhGP0A2oxWkyAYBG1LwrD4FRTsCyqLgjy+8IjMN9gNenfHFTzCvC/h/NqOHPjzPEwmuK4L/4n41wHfURCGgjAUhAkBAGNM13XHcbxpNBrlnJ9Op9vjfr+3bTuZTMqyfJtcr1dBECRJ8lYSiUSv1wuFQkGL3E+bzabT6YxGI03TvGEmkzkej5ZluT6KojxZCeh+ZZfLpd1uHw4HTdP8uY7j9Pv9XC4HALvdbjwec87X6/WTlYDuQYwxwzDy+XyxWPT/XCgUdF1Pp9MAUK1WVVWtVCrhcPjJSlDeWXW73VKpNBwOvfM3TbPZbNbr9fl8fptks1n/lT2uvO3KAMC2bUmSFEVZrVbb7ZYxNp1OTdM0DGMwGJzP58lkkkqlAEAURcuyHlfeckBfL8VsNlssFvF4XFVVAIhEIo1G4zYvl8uCIMiy3Gq1AKBWq3HOH1feQnBf+PxYLpexWMz/kv+cl4J+07/7p6YgDAVhKAhDQRgKwlAQhoIwFIShIAwFYSgIQ0EYCsJQEIaCMB+gIpHaseoJSgAAAABJRU5ErkJggg==
⁕,iVBORw0KGgoAAAANSUhEUgAAADAAAAAwCAIAAADYYG7QAAAA0UlEQVR4nO3VIQ6EMBCFYbpZgydAUFgu0LtUYevgBggSVHWvgOcYhBPANXCIrttQsslzhU3e78Z9mUla4ZyLntTrbsA1glAEoQhC/QBN0xTe8e19HtZ13fd9GIY0TcuyzPM8PMjbkBDCWtu2rTHmOI7wGg/knFNKVVXVdZ2UsmmaW0Di/JfN8zyOY5Zl27b1fV8URXiQd7IkSbTWy7LUdR3HcXhNdNnQE/qHd+jeCEIRhCIIRRCKIBRBKIJQBKEIQhGEIghFEIogFEEoglCPA30A9L4w/K0caKYAAAAASUVORK5CYII=
ꠉꠣꠗꠣ,iVBORw0KGgoAAAANSUhEUgAAADAAAAAwCAIAAADYYG7QAAABa0lEQVR4nO3WL6vCUBjH8XPOJnsNMxgsY3mYZNmiL8F2wGATo1E2ZtEZfA1abFZBk02wmC064zGIMMe5YfjnbuIDl8k1PN80tt/gw7YwKqUk3xT7b0AyBEEhCApBUCoh5HQ61et1IcTzBU3TrtdrFEVhGDLGFEVJ3BmGIaVUVVVK6Wg0Mk0zG5G8td/vS6XSZrORUlqWFZ+MDwaDQbvdvi/X67Wmac+DDHu8Ml3XOeee56XRtVptOp0eDoflcnk+n4fDoWEY2TyPVA/QfD43TTMIgvSoWCw2m03OeaPRcByn2+3mcrmPg1zXLRQK5XL55a7Vas1ms8vlUqlU8vn8hzS/QNVqtdfrdTodQogQ4ng8EkIYY9vt9r7xfd+27fh8/CwTgwx6+WX1+/3dbielnEwmq9UqPRiPx4vF4s3gz1GJvx/vQxAUgqAQBIUgKARBIQgKQVAIgkIQFIKgEASFICgEQSEICkFQXwf6AT7NXVwslNHiAAAAAElFTkSuQmCC
ꠀꠞ,iVBORw0KGgoAAAANSUhEUgAAADAAAAAwCAIAAADYYG7QAAABJUlEQVR4nO3WsW5GUBTAcZpKJBbxAiJGGzF7AJsn8ABWm9FqYzVZkHgMsUhMYmEUo8Qm4nb4WtH2+3qWar/h/Ld7zh1+cRc0IYR6pl7+G/A1BEEhCApBUK8URY3jaNv2uq7f1/M8MwzDcdwxoWk6DENFUa4SkQdFUcTz/HlSFIUgCI/u/1b3nywIAlEUZVk+JnmeE0IkSbrqw3x0B+T7vqqqpmnejkmSOI7DsqxlWVdrKOrzk+377nleVVW3o6ZphJC+74dhOE8u7R20LMs0Ta7rNk1z7HRd37btfFvX9bZt/wIUx7FhGF3XnXdZltV1fZ6kaVqW5aUgmuDvx88hCApBUAiCQhAUgqAQBIUgKARBIQgKQVAIgkIQFIKgEASFIKinA70BvNBAy6UqxygAAAAASUVORK5CYII=
ꠛꠁꠡ꠆ꠖꠤ,iVBORw0KGgoAAAANSUhEUgAAADAAAAAwCAIAAADYYG7QAAACmElEQVR4nO2Wz0sqURSAnZpFP8CFuCgQBaEkUGTIFkYLRxgENyG0iMBtINZOEMMWgRjuokAig9xJS3F2/gNKERKCKW4sRxdDIKnYzHW8bzGPQazejSkoHvdbzT33zOGbO+cwQ0AINb+JqZ8WmAQLofjvhG5vb8eXPM97vd79/X31FeEXyOVyNE3f398rkYODg8fHR71ePxqN1NVULySKIsuyHMd5PB45UiwWS6UShNBmswEA1JUlIISSJJ2dnXU6HeXYRFG8ubkBAMhLSZKazSbDMFqtVskBAPT7/YeHB1EU5+bm5DRJkkRRrFarDocjmUyurKyoeWUAgHa73W63K5XK09OT3W5/fn6Wfe12++vra7lc7na7d3d3W1tb5+fn3W738vLSZDL1+30I4erq6sRTvo18nimNRkOS5MLCQj6fPzw8dLvdJEnqdDpZdzAYpNNpmqZnZmZ8Pt/e3l4mk2FZ1mg06vV6+WBkOI4LBoMqmniCv1M2HA6Pjo6urq5cLtf4ttfr9fv9VqsVABAOhymKIgjCaDQyDDOeJgjC6elpsVj8NiGSJBmGoSjK6XQqe9ls1mAwxOPxVCo1Ozu7u7sbCASOj4/X19cnqkQikUgk8nUbjea9sbdYLJ1Oh+f5aDS6sbFhNpsTiYQgCPV6fXNzc3t7W05bXl6WZyoUCjUajfHWWVtbq1Qq6nroHaFYLFatVpVlrVZzOp0XFxcQwl6vR1GUHD85OSmXy+M3KkLX19eFQuHbhN7SarWGw6Hi91GazWaDEL68vKhTkfnUp2NxcXF6elq+Xlpa+ihtfn5+Z2dHEISvtBAB8Q/av8FCKLAQCiyEAguhwEIosBAKLIQCC6HAQiiwEAoshAILocBCKLAQil8n9AcdFY+VriAQuAAAAABJRU5ErkJggg==
ꠇꠙꠤꠇꠟ,iVBORw0KGgoAAAANSUhEUgAAADAAAAAwCAIAAADYYG7QAAACCElEQVR4nO2WvavqMBiHkyoIog6iQxWcKggiZ5DOgmN3FxcHlyJYl7o4OLgIglv/BzdxcxPcdBDcBHEqFiqdBC1Kad8zFNTrV7xyzr2HQ56pTfILT94ktBgA0E+C+d8C11AhEr9FyDAMQRCq1erX2iCEELxFo9FQVTUSiTiO894Mj3hHaDqdzudzAMhkMpZlfa0QBgBd10ul0vF4vK0fxtit4mWjbdu2ba9WK9M0Pz4+MMZer/c2yzAMQshxnMvZFEVJp9MvbVk2mz097Pf7er2eTCavugDAMIxyuey2XEYeZV36/X40Gn2lQncO9WazkWW5VquFQqGrruFw2G63O53Oo+XdzfZ6vUAgkEgknhXmVNfLl8Ph0Gq1gsGgoijxePyyyzTNZrO52+263W44HL6d6G52NBrlcjmWZX0+3ys2fwhhjEVRLBaLfr/f3f7zIIaRJEkUxUKhcHeWR9l8Pj8ej1VVZVn2RaHzGVqv1+4d5jjOMAwASKVSmqYBgKZpV9eb4zhd13meXywWz7MAIAgCAPA8P5lMiGfofDtOda5UKpZlIYQkSTJNEyEUi8WuluGOkWV5u90+zyKElsvlYDCQZdnj8RALhOH7fz9ms1ksFntx1/6F0F/xWz6u3wcVIkGFSFAhElSIBBUiQYVIUCESVIgEFSJBhUhQIRJUiAQVIkGFSPw4oU8nyomVuAYMPwAAAABJRU5ErkJggg==
ꠘꠣꠠꠣꠘꠤꠔ,iVBORw0KGgoAAAANSUhEUgAAADAAAAAwCAIAAADYYG7QAAAB+0lEQVR4nO2VsYrqQBRAJ4mFkkJEK6tUISpaRP0DK/Mnogjaib0QtElhpbWKXyB+gKYJKoIWaRRSiEUIqGBCnC3yXp5P1HFVdpdlThHCzb13DvcyhIAQgp8E+d0Cl2AhFL9XaLvdZrPZQqHwaiP4JiqVynq9DoVCp9PplT7vEZJleTKZQAjj8bhlWa+0IiCEAIB8Pj+fz92xmaapqirLshBCkiQpinLjlmXRNE0QRDgc1jTNidu2bdu2qqqHw4HjOIqifD6f240giGazGYlEnlmZKIqlUimZTEIInSeEkOf58xw3fqfkVjKS/4QkSfL7/cfj8aK789JoNIbD4cUZt0p0XR+NRoZhMAzzKSGPO6rZbBYMBlOp1H6/v5iiZVnFYnG32ymKkslkHikpl8v9fl8QBJqmH9rUX/5d+263yzBMLBYLBAIXSa1WSxRFQRB4nj+P3ylpt9scx3U6Ha/X+6QQy7K1Wq1arQIAdF3fbDYkSS4WCwBAOp02TXMwGORyOQCAG79aslwuAQCyLEej0fPkR7m6yHq9vlqter3eeDyGEE6nU1EUDcNwvrrxWyWapkmS5ORfTb7Dn2t/B0VRPB5PIpH41OSfBi30xfzen+u7wEIosBAKLIQCC6HAQiiwEAoshAILocBCKLAQCiyEAguhwEIosBCKHyf0AUAUDIga2Y1YAAAAAElFTkSuQmCC
